"2024-01-25 12:23:40,Seattle,26\u00baC" 
"2024-01-25 12:23:41,Madison,23\u00baC" 
"2024-01-25 12:23:42,Copenhagen,31\u00baC" 
"2024-01-25 12:23:43,Copenhagen,26\u00baC" 
"2024-01-25 12:30:13,Beijing,32\u00baC" 
"2024-01-25 12:30:14,Seattle,27\u00baC" 
"2024-01-25 12:30:15,Tokyo,25\u00baC" 
"2024-01-25 12:30:16,Beijing,21\u00baC" 
"2024-01-25 12:30:17,Montreal,30\u00baC" 
"2024-01-25 12:30:18,Pittsburgh,29\u00baC" 
"2024-01-25 12:30:19,Seattle,27\u00baC" 
"2024-01-25 12:30:20,Seattle,20\u00baC" 
"2024-01-25 12:30:21,Montreal,19\u00baC" 
"2024-01-25 12:30:22,Tokyo,18\u00baC" 
"2024-01-25 12:47:25,Tokyo,30\u00baC" 
"2024-01-25 12:47:26,Montreal,18\u00baC" 
"2024-01-25 12:47:27,Beijing,28\u00baC" 
"2024-01-25 12:47:28,Tokyo,28\u00baC" 
"2024-01-25 12:47:29,Tokyo,19\u00baC" 
"2024-01-25 12:47:30,Pittsburgh,32\u00baC" 
"2024-01-25 12:47:31,Tokyo,24\u00baC" 
"2024-01-25 12:47:32,Pittsburgh,28\u00baC" 
"2024-01-25 12:47:33,Montreal,27\u00baC" 
"2024-01-25 12:47:34,Seattle,26\u00baC" 
"2024-01-25 14:14:39,Mumbai,25\u00baC" 
"2024-01-25 14:14:40,Mumbai,27\u00baC" 
"2024-01-25 14:14:41,Mumbai,18\u00baC" 
"2024-01-25 14:14:42,New York,21\u00baC" 
"2024-01-25 14:14:43,Los Angeles,32\u00baC" 
"2024-01-25 14:14:44,Los Angeles,23\u00baC" 
"2024-01-25 14:14:45,Mumbai,22\u00baC" 
"2024-01-25 14:14:46,Mumbai,25\u00baC" 
"2024-01-25 14:14:47,New York,19\u00baC" 
"2024-01-25 14:14:48,New York,20\u00baC" 
"2024-01-25 14:50:32,seattle,21\u00baC" 
"2024-01-25 14:50:33,seattle,22\u00baC" 
"2024-01-25 14:50:34,seattle,19\u00baC" 
"2024-01-25 14:50:35,seattle,24\u00baC" 
"2024-01-25 14:50:36,seattle,30\u00baC" 
"2024-01-25 14:50:37,seattle,20\u00baC" 
"2024-01-25 14:50:38,seattle,29\u00baC" 
"2024-01-25 14:50:39,seattle,24\u00baC" 
"2024-01-25 14:50:40,seattle,22\u00baC" 
"2024-01-25 14:50:41,seattle,26\u00baC" 
"2024-01-25 14:58:21,seattle,21\u00baC" 
"2024-01-25 14:58:22,seattle,31\u00baC" 
"2024-01-25 14:58:23,seattle,21\u00baC" 
"2024-01-25 14:58:24,seattle,20\u00baC" 
"2024-01-25 14:58:25,pittsburgh,25\u00baC" 
"2024-01-25 14:58:26,seattle,30\u00baC" 
"2024-01-25 14:58:27,seattle,26\u00baC" 
"2024-01-25 14:58:28,pittsburgh,24\u00baC" 
"2024-01-25 14:58:29,seattle,20\u00baC" 
"2024-01-25 14:58:30,pittsburgh,19\u00baC" 
"2024-01-25 15:30:00,Seattle,20\u00baC" 
"2024-01-25 15:30:01,Seattle,18\u00baC" 
"2024-01-25 15:30:02,Boston,23\u00baC" 
"2024-01-25 15:30:03,Philadelphia,25\u00baC" 
"2024-01-25 15:30:04,Seattle,32\u00baC" 
"2024-01-25 15:30:05,Tampa,22\u00baC" 
"2024-01-25 15:30:06,Tampa,19\u00baC" 
"2024-01-25 15:30:07,Tampa,22\u00baC" 
"2024-01-25 15:30:08,Tampa,24\u00baC" 
"2024-01-25 15:30:09,Seattle,25\u00baC" 
"2024-01-25 16:36:51,Pittsburgh,31\u00baC" 
"2024-01-25 16:36:52,Pittsburgh,28\u00baC" 
"2024-01-25 16:36:53,Pittsburgh,27\u00baC" 
"2024-01-25 16:36:54,Pittsburgh,20\u00baC" 
"2024-01-25 16:36:55,Pittsburgh,24\u00baC" 
"2024-01-25 16:36:56,Pittsburgh,27\u00baC" 
"2024-01-25 16:36:57,Pittsburgh,20\u00baC" 
"2024-01-25 16:36:58,Pittsburgh,21\u00baC" 
"2024-01-25 16:36:59,Pittsburgh,28\u00baC" 
"2024-01-25 16:37:00,Pittsburgh,18\u00baC" 
"2024-01-25 16:56:44,Chicago,22\u00baC" 
"2024-01-25 16:56:45,Chicago,19\u00baC" 
"2024-01-25 16:56:46,New York,19\u00baC" 
"2024-01-25 16:56:47,New York,24\u00baC" 
"2024-01-25 16:56:48,Chicago,25\u00baC" 
"2024-01-25 16:56:49,New York,28\u00baC" 
"2024-01-25 16:56:50,Chicago,18\u00baC" 
"2024-01-25 16:56:51,Los Angeles,22\u00baC" 
"2024-01-25 16:56:52,New York,31\u00baC" 
"2024-01-25 16:56:53,Chicago,25\u00baC" 
"2024-01-25 17:07:12,Montserrat,28\u00baC" 
"2024-01-25 17:07:13,Jamaica,19\u00baC" 
"2024-01-25 17:07:14,Bermuda,24\u00baC" 
"2024-01-25 17:07:15,Martinique,22\u00baC" 
"2024-01-25 17:07:16,Key Largo,24\u00baC" 
"2024-01-25 17:07:17,Bermuda,28\u00baC" 
"2024-01-25 17:07:18,Jamaica,31\u00baC" 
"2024-01-25 17:07:19,Bermuda,21\u00baC" 
"2024-01-25 17:07:20,Montego,20\u00baC" 
"2024-01-25 17:07:21,Port-au-Prince,32\u00baC" 
"2024-01-25 17:32:17,shanghai,18\u00baC" 
"2024-01-25 17:32:18,shanghai,29\u00baC" 
"2024-01-25 17:32:19,beijing,23\u00baC" 
"2024-01-25 17:32:20,shanghai,27\u00baC" 
"2024-01-25 17:32:21,beijing,24\u00baC" 
"2024-01-25 17:32:22,beijing,32\u00baC" 
"2024-01-25 17:32:23,beijing,30\u00baC" 
"2024-01-25 17:32:24,beijing,29\u00baC" 
"2024-01-25 17:32:25,shanghai,23\u00baC" 
"2024-01-25 17:32:26,shanghai,28\u00baC" 
"2024-01-25 17:46:19,Pittsburgh,23\u00baC" 
"2024-01-25 17:46:20,London,26\u00baC" 
"2024-01-25 17:46:21,Pittsburgh,28\u00baC" 
"2024-01-25 17:46:22,New York,25\u00baC" 
"2024-01-25 17:46:23,London,25\u00baC" 
"2024-01-25 17:46:24,Bangalore,23\u00baC" 
"2024-01-25 17:46:25,Bangalore,24\u00baC" 
"2024-01-25 17:46:26,New York,20\u00baC" 
"2024-01-25 17:46:27,London,19\u00baC" 
"2024-01-25 17:46:28,New York,19\u00baC" 
"2024-01-25 17:51:06,beijing,18\u00baC" 
"2024-01-25 17:51:07,beijing,26\u00baC" 
"2024-01-25 17:51:08,beijing,30\u00baC" 
"2024-01-25 17:51:09,shanghai,22\u00baC" 
"2024-01-25 17:51:10,beijing,21\u00baC" 
"2024-01-25 17:51:11,beijing,19\u00baC" 
"2024-01-25 17:51:12,beijing,30\u00baC" 
"2024-01-25 17:51:13,beijing,32\u00baC" 
"2024-01-25 17:51:14,shanghai,25\u00baC" 
"2024-01-25 17:51:15,shanghai,25\u00baC" 
"2024-01-25 18:25:38,Baltimore,23\u00baC" 
"2024-01-25 18:25:39,Orlando,22\u00baC" 
"2024-01-25 18:25:40,Baltimore,19\u00baC" 
"2024-01-25 18:25:41,Orlando,21\u00baC" 
"2024-01-25 18:25:42,Orlando,29\u00baC" 
"2024-01-25 18:25:43,Baltimore,30\u00baC" 
"2024-01-25 18:25:44,Orlando,25\u00baC" 
"2024-01-25 18:25:45,Pittsburgh,22\u00baC" 
"2024-01-25 18:25:46,Orlando,20\u00baC" 
"2024-01-25 18:25:47,Orlando,32\u00baC" 
"2024-01-25 18:44:00,Pittsburgh,26\u00baC" 
"2024-01-25 18:44:01,Pittsburgh,20\u00baC" 
"2024-01-25 18:44:02,Wisconsin,21\u00baC" 
"2024-01-25 18:44:03,Pittsburgh,24\u00baC" 
"2024-01-25 18:44:04,Pittsburgh,29\u00baC" 
"2024-01-25 18:44:05,Wisconsin,31\u00baC" 
"2024-01-25 18:44:06,Wisconsin,23\u00baC" 
"2024-01-25 18:44:07,Wisconsin,21\u00baC" 
"2024-01-25 18:44:08,Wisconsin,28\u00baC" 
"2024-01-25 18:44:09,Wisconsin,27\u00baC" 
"2024-01-25 19:34:58,Beijing,20\u00baC" 
"2024-01-25 19:34:59,Shanghai,23\u00baC" 
"2024-01-25 19:35:00,Shanghai,23\u00baC" 
"2024-01-25 19:35:01,Pittsburgh,18\u00baC" 
"2024-01-25 19:35:02,Pittsburgh,23\u00baC" 
"2024-01-25 19:35:03,Beijing,21\u00baC" 
"2024-01-25 19:35:04,Shanghai,28\u00baC" 
"2024-01-25 19:35:05,Beijing,31\u00baC" 
"2024-01-25 19:35:06,Shanghai,20\u00baC" 
"2024-01-25 19:35:07,Shanghai,31\u00baC" 
